ID;session_ID;operand1;operand2;userAnswer;correctAnswer;isCorrect;pointsEarned;timestamp
a0000001-0001-0001-0001-000000000001;s1111111-1111-1111-1111-111111111111;3;4;12;12;true;10;2024-01-02T14:01:00Z
a0000002-0002-0002-0002-000000000002;s1111111-1111-1111-1111-111111111111;5;6;30;30;true;10;2024-01-02T14:02:00Z
a0000003-0003-0003-0003-000000000003;s1111111-1111-1111-1111-111111111111;7;8;56;56;true;10;2024-01-02T14:03:00Z
a0000004-0004-0004-0004-000000000004;s1111111-1111-1111-1111-111111111111;2;9;18;18;true;10;2024-01-02T14:04:00Z
a0000005-0005-0005-0005-000000000005;s1111111-1111-1111-1111-111111111111;6;7;42;42;true;10;2024-01-02T14:05:00Z
a0000006-0006-0006-0006-000000000006;s1111111-1111-1111-1111-111111111111;4;5;20;20;true;10;2024-01-02T14:06:00Z
a0000007-0007-0007-0007-000000000007;s1111111-1111-1111-1111-111111111111;8;3;24;24;true;10;2024-01-02T14:07:00Z
a0000008-0008-0008-0008-000000000008;s1111111-1111-1111-1111-111111111111;9;2;18;18;true;10;2024-01-02T14:08:00Z
a0000009-0009-0009-0009-000000000009;s1111111-1111-1111-1111-111111111111;5;5;20;25;false;0;2024-01-02T14:09:00Z
a0000010-0010-0010-0010-000000000010;s1111111-1111-1111-1111-111111111111;6;6;36;36;true;10;2024-01-02T14:10:00Z
a0000011-0011-0011-0011-000000000011;s2222222-2222-2222-2222-222222222222;4;3;12;12;true;10;2024-01-03T15:01:00Z
a0000012-0012-0012-0012-000000000012;s2222222-2222-2222-2222-222222222222;7;5;35;35;true;10;2024-01-03T15:02:00Z
a0000013-0013-0013-0013-000000000013;s2222222-2222-2222-2222-222222222222;8;6;48;48;true;10;2024-01-03T15:03:00Z
a0000014-0014-0014-0014-000000000014;s2222222-2222-2222-2222-222222222222;3;9;27;27;true;10;2024-01-03T15:04:00Z
a0000015-0015-0015-0015-000000000015;s2222222-2222-2222-2222-222222222222;5;7;35;35;true;10;2024-01-03T15:05:00Z
a0000016-0016-0016-0016-000000000016;s2222222-2222-2222-2222-222222222222;6;4;24;24;true;10;2024-01-03T15:06:00Z
a0000017-0017-0017-0017-000000000017;s2222222-2222-2222-2222-222222222222;9;3;28;27;false;0;2024-01-03T15:07:00Z
a0000018-0018-0018-0018-000000000018;s2222222-2222-2222-2222-222222222222;2;8;16;16;true;10;2024-01-03T15:08:00Z
a0000019-0019-0019-0019-000000000019;s2222222-2222-2222-2222-222222222222;7;7;50;49;false;0;2024-01-03T15:09:00Z
a0000020-0020-0020-0020-000000000020;s2222222-2222-2222-2222-222222222222;4;8;32;32;true;10;2024-01-03T15:10:00Z
a0000021-0021-0021-0021-000000000021;s3333333-3333-3333-3333-333333333333;9;8;72;72;true;10;2024-01-04T16:01:00Z
a0000022-0022-0022-0022-000000000022;s3333333-3333-3333-3333-333333333333;11;7;77;77;true;10;2024-01-04T16:02:00Z
a0000023-0023-0023-0023-000000000023;s3333333-3333-3333-3333-333333333333;12;6;72;72;true;10;2024-01-04T16:03:00Z
a0000024-0024-0024-0024-000000000024;s3333333-3333-3333-3333-333333333333;10;9;90;90;true;10;2024-01-04T16:04:00Z
a0000025-0025-0025-0025-000000000025;s3333333-3333-3333-3333-333333333333;8;11;88;88;true;10;2024-01-04T16:05:00Z
a0000026-0026-0026-0026-000000000026;s3333333-3333-3333-3333-333333333333;7;12;84;84;true;10;2024-01-04T16:06:00Z
a0000027-0027-0027-0027-000000000027;s3333333-3333-3333-3333-333333333333;9;10;90;90;true;10;2024-01-04T16:07:00Z
a0000028-0028-0028-0028-000000000028;s3333333-3333-3333-3333-333333333333;11;11;121;121;true;10;2024-01-04T16:08:00Z
a0000029-0029-0029-0029-000000000029;s3333333-3333-3333-3333-333333333333;12;8;96;96;true;10;2024-01-04T16:09:00Z
a0000030-0030-0030-0030-000000000030;s3333333-3333-3333-3333-333333333333;10;10;100;100;true;35;2024-01-04T16:10:00Z
a0000031-0031-0031-0031-000000000031;s4444444-4444-4444-4444-444444444444;2;3;6;6;true;10;2024-01-05T14:31:00Z
a0000032-0032-0032-0032-000000000032;s4444444-4444-4444-4444-444444444444;4;2;8;8;true;10;2024-01-05T14:32:00Z
a0000033-0033-0033-0033-000000000033;s4444444-4444-4444-4444-444444444444;5;3;15;15;true;10;2024-01-05T14:33:00Z
a0000034-0034-0034-0034-000000000034;s4444444-4444-4444-4444-444444444444;3;5;16;15;false;0;2024-01-05T14:34:00Z
a0000035-0035-0035-0035-000000000035;s4444444-4444-4444-4444-444444444444;2;5;10;10;true;10;2024-01-05T14:35:00Z
a0000036-0036-0036-0036-000000000036;s4444444-4444-4444-4444-444444444444;4;4;18;16;false;0;2024-01-05T14:36:00Z
a0000037-0037-0037-0037-000000000037;s4444444-4444-4444-4444-444444444444;3;3;9;9;true;10;2024-01-05T14:37:00Z
a0000038-0038-0038-0038-000000000038;s4444444-4444-4444-4444-444444444444;5;5;25;25;true;10;2024-01-05T14:38:00Z
a0000039-0039-0039-0039-000000000039;s4444444-4444-4444-4444-444444444444;2;4;10;8;false;0;2024-01-05T14:39:00Z
a0000040-0040-0040-0040-000000000040;s4444444-4444-4444-4444-444444444444;4;5;20;20;true;10;2024-01-05T14:40:00Z
a0000041-0041-0041-0041-000000000041;s5555555-5555-5555-5555-555555555555;6;5;30;30;true;10;2024-01-06T15:01:00Z
a0000042-0042-0042-0042-000000000042;s5555555-5555-5555-5555-555555555555;7;6;42;42;true;10;2024-01-06T15:02:00Z
a0000043-0043-0043-0043-000000000043;s5555555-5555-5555-5555-555555555555;8;7;56;56;true;10;2024-01-06T15:03:00Z
a0000044-0044-0044-0044-000000000044;s5555555-5555-5555-5555-555555555555;9;8;72;72;true;10;2024-01-06T15:04:00Z
a0000045-0045-0045-0045-000000000045;s5555555-5555-5555-5555-555555555555;5;9;45;45;true;10;2024-01-06T15:05:00Z
a0000046-0046-0046-0046-000000000046;s5555555-5555-5555-5555-555555555555;6;8;48;48;true;10;2024-01-06T15:06:00Z
a0000047-0047-0047-0047-000000000047;s5555555-5555-5555-5555-555555555555;7;9;65;63;false;0;2024-01-06T15:07:00Z
a0000048-0048-0048-0048-000000000048;s5555555-5555-5555-5555-555555555555;8;6;48;48;true;10;2024-01-06T15:08:00Z
a0000049-0049-0049-0049-000000000049;s5555555-5555-5555-5555-555555555555;9;7;63;63;true;10;2024-01-06T15:09:00Z
a0000050-0050-0050-0050-000000000050;s5555555-5555-5555-5555-555555555555;10;5;50;50;true;10;2024-01-06T15:10:00Z
